NumAxe Jour Diam     X1       Y1       Z1      X2       Y2       Z2
    1    14    1.26 -140.67 -238.51   70.25 -144.05 -239.29   73.85
    1    15    1.26 -144.05 -239.29   73.85 -147.55 -239.59   77.41
    1    15    1.26 -147.55 -239.59   77.41 -150.77 -240.19   81.19
    1    15    1.26 -150.77 -240.19   81.19 -153.82 -241.51   84.92
    1    15    1.26 -153.82 -241.51   84.92 -156.95 -242.20   88.76
    1    15    1.26 -156.95 -242.20   88.76 -159.47 -242.91   93.02
    1    15    1.26 -159.47 -242.91   93.02 -162.23 -243.83   97.09
    1    15    1.26 -162.23 -243.83   97.09 -164.92 -244.21  101.28
    1    15    1.26 -164.92 -244.21  101.28 -168.00 -244.17  105.22
    2    12    0.23   -1.07   -2.34   20.38   -4.71   -3.18   17.06
    2    13    0.23   -4.71   -3.18   17.06   -7.90   -4.46   13.43
    2    14    0.23   -7.90   -4.46   13.43  -11.28   -6.21   10.19
    2    14    0.23  -11.28   -6.21   10.19  -15.51   -8.84    9.75
    3    12    0.50   -2.12   -4.69   20.74   -0.81   -6.20   25.32
    3    12    0.50   -0.81   -6.20   25.32   -0.03   -7.27   30.15
    3    12    0.50   -0.03   -7.27   30.15    0.57   -8.83   34.86
    3    13    0.50    0.57   -8.83   34.86    0.84  -10.90   39.40
    3    13    0.50    0.84  -10.90   39.40    1.22  -13.09   43.88
    3    13    0.50    1.22  -13.09   43.88    1.97  -15.75   48.05
    3    14    0.50    1.97  -15.75   48.05    2.29  -18.03   52.48
    3    14    0.50    2.29  -18.03   52.48    2.89  -19.69   57.16
    3    14    0.50    2.89  -19.69   57.16    3.88  -21.27   61.80
    3    15    0.50    3.88  -21.27   61.80    5.34  -22.30   66.47
    3    15    0.50    5.34  -22.30   66.47    6.83  -23.46   71.10
    3    15    0.50    6.83  -23.46   71.10    8.46  -25.00   75.57
    4    12    0.41   -3.07   -7.10   20.90   -8.04   -6.82   20.46
    4    12    0.41   -8.04   -6.82   20.46  -13.04   -6.96   20.62
    4    13    0.41  -13.04   -6.96   20.62  -18.03   -6.82   20.74
    4    13    0.41  -18.03   -6.82   20.74  -22.97   -6.05   20.74
    4    14    0.41  -22.97   -6.05   20.74  -27.97   -5.86   20.69
    4    14    0.41  -27.97   -5.86   20.69  -32.93   -5.25   20.66
    4    14    0.41  -32.93   -5.25   20.66  -37.91   -5.07   21.14
    4    15    0.41  -37.91   -5.07   21.14  -42.85   -4.29   21.20
    4    15    0.41  -42.85   -4.29   21.20  -47.77   -3.56   20.78
    5    12    0.79   -4.03   -9.51   21.05   -4.84  -10.65   25.85
    5    12    0.79   -4.84  -10.65   25.85   -6.24  -11.59   30.56
    5    12    0.79   -6.24  -11.59   30.56   -7.56  -12.04   35.36
    5    12    0.79   -7.56  -12.04   35.36   -8.81  -12.02   40.20
    5    13    0.79   -8.81  -12.02   40.20   -9.88  -11.28   45.03
    5    13    0.79   -9.88  -11.28   45.03  -10.52  -10.26   49.88
    5    13    0.79  -10.52  -10.26   49.88  -11.72   -8.97   54.56
    5    13    0.79  -11.72   -8.97   54.56  -12.40   -7.37   59.25
    5    13    0.79  -12.40   -7.37   59.25  -13.49   -5.93   63.91
    5    14    0.79  -13.49   -5.93   63.91  -15.23   -4.50   68.37
    5    14    0.79  -15.23   -4.50   68.37  -17.30   -2.58   72.50
    5    14    0.79  -17.30   -2.58   72.50  -19.05   -0.21   76.54
    5    14    0.79  -19.05   -0.21   76.54  -21.28    2.39   80.18
    5    14    0.79  -21.28    2.39   80.18  -23.71    4.98   83.70
    5    15    0.79  -23.71    4.98   83.70  -25.94    7.21   87.58
    5    15    0.79  -25.94    7.21   87.58  -27.57    9.60   91.66
    5    15    0.79  -27.57    9.60   91.66  -29.35   12.00   95.67
    5    15    0.79  -29.35   12.00   95.67  -31.57   13.95   99.70
    6    12    0.24   -5.09  -11.89   21.13   -2.17  -13.81   24.70
    6    13    0.24   -2.17  -13.81   24.70    1.05  -16.09   27.77
    6    14    0.24    1.05  -16.09   27.77    3.95  -18.92   30.71
    6    14    0.24    3.95  -18.92   30.71    6.97  -21.87   33.39
    6    15    0.24    6.97  -21.87   33.39    9.60  -25.02   36.24
    7    12    0.38   -6.14  -14.27   21.21  -11.10  -13.68   21.13
    7    12    0.38  -11.10  -13.68   21.13  -16.01  -12.72   20.96
    7    13    0.38  -16.01  -12.72   20.96  -20.99  -12.33   21.00
    7    13    0.38  -20.99  -12.33   21.00  -25.98  -12.60   21.07
    7    14    0.38  -25.98  -12.60   21.07  -30.90  -13.50   21.26
    7    14    0.38  -30.90  -13.50   21.26  -35.88  -13.95   21.23
    7    15    0.38  -35.88  -13.95   21.23  -40.74  -15.12   21.39
    7    15    0.38  -40.74  -15.12   21.39  -45.66  -15.94   21.05
    7    15    0.38  -45.66  -15.94   21.05  -50.50  -17.19   21.05
    8    12    0.30   -7.13  -16.67   21.28  -11.84  -16.47   19.61
    8    13    0.30  -11.84  -16.47   19.61  -16.66  -15.80   18.48
    8    13    0.30  -16.66  -15.80   18.48  -21.57  -14.85   18.34
    8    14    0.30  -21.57  -14.85   18.34  -26.41  -13.60   18.55
    8    14    0.30  -26.41  -13.60   18.55  -31.35  -12.86   18.54
    8    15    0.30  -31.35  -12.86   18.54  -36.34  -12.68   18.20
    8    15    0.30  -36.34  -12.68   18.20  -41.30  -13.18   17.92
    9    12    0.40   -8.22  -19.02   21.30  -13.04  -17.69   21.26
    9    12    0.40  -13.04  -17.69   21.26  -17.87  -16.55   21.78
    9    13    0.40  -17.87  -16.55   21.78  -22.54  -15.02   22.72
    9    13    0.40  -22.54  -15.02   22.72  -27.33  -13.63   23.00
    9    14    0.40  -27.33  -13.63   23.00  -32.26  -12.79   22.99
    9    14    0.40  -32.26  -12.79   22.99  -37.25  -12.42   22.99
    9    14    0.40  -37.25  -12.42   22.99  -42.18  -11.61   23.19
    9    15    0.40  -42.18  -11.61   23.19  -47.16  -11.30   23.47
    9    15    0.40  -47.16  -11.30   23.47  -52.16  -11.14   23.35
   10    12    0.41  -12.16  -25.75   21.07   -8.65  -29.06   19.74
   10    12    0.41   -8.65  -29.06   19.74   -4.76  -32.19   19.64
   10    13    0.41   -4.76  -32.19   19.64   -0.68  -35.04   20.19
   10    13    0.41   -0.68  -35.04   20.19    3.60  -37.61   20.45
   10    14    0.41    3.60  -37.61   20.45    7.90  -40.15   20.43
   10    14    0.41    7.90  -40.15   20.43   12.15  -42.68   19.69
   10    14    0.41   12.15  -42.68   19.69   16.44  -45.25   19.68
   10    15    0.41   16.44  -45.25   19.68   20.65  -47.95   19.60
   10    15    0.41   20.65  -47.95   19.60   24.73  -50.79   19.07
   11    12    0.34  -13.40  -28.03   21.09  -16.69  -31.55   19.76
   11    12    0.34  -16.69  -31.55   19.76  -20.46  -34.83   19.66
   11    13    0.34  -20.46  -34.83   19.66  -24.49  -37.78   19.95
   11    13    0.34  -24.49  -37.78   19.95  -28.14  -41.11   20.69
   11    14    0.34  -28.14  -41.11   20.69  -31.52  -44.79   20.91
   11    14    0.34  -31.52  -44.79   20.91  -34.89  -48.44   21.49
   11    15    0.34  -34.89  -48.44   21.49  -38.04  -52.32   21.56
   11    15    0.34  -38.04  -52.32   21.56  -41.59  -55.83   21.87
   12    12    0.69  -14.53  -30.37   21.19  -19.01  -29.52   23.24
   12    12    0.69  -19.01  -29.52   23.24  -23.49  -29.03   25.42
   12    12    0.69  -23.49  -29.03   25.42  -28.00  -28.95   27.57
   12    12    0.69  -28.00  -28.95   27.57  -32.71  -28.63   29.21
   12    13    0.69  -32.71  -28.63   29.21  -37.56  -28.76   30.44
   12    13    0.69  -37.56  -28.76   30.44  -42.41  -29.33   31.48
   12    13    0.69  -42.41  -29.33   31.48  -47.10  -30.44   32.81
   12    13    0.69  -47.10  -30.44   32.81  -51.56  -31.60   34.77
   12    14    0.69  -51.56  -31.60   34.77  -56.07  -32.19   36.85
   12    14    0.69  -56.07  -32.19   36.85  -60.76  -32.87   38.44
   12    14    0.69  -60.76  -32.87   38.44  -65.19  -34.08   40.42
   12    14    0.69  -65.19  -34.08   40.42  -69.85  -34.99   41.97
   12    15    0.69  -69.85  -34.99   41.97  -74.66  -35.92   42.99
   12    15    0.69  -74.66  -35.92   42.99  -79.33  -36.58   44.66
   12    15    0.69  -79.33  -36.58   44.66  -83.74  -37.00   46.96
   12    15    0.69  -83.74  -37.00   46.96  -88.35  -36.83   48.91
   13    13    0.39  -15.76  -32.66   21.23  -20.46  -31.01   20.79
   13    13    0.39  -20.46  -31.01   20.79  -25.17  -29.34   20.89
   13    14    0.39  -25.17  -29.34   20.89  -29.98  -28.07   21.38
   13    14    0.39  -29.98  -28.07   21.38  -34.91  -27.46   21.95
   13    15    0.39  -34.91  -27.46   21.95  -39.85  -27.40   22.73
   13    15    0.39  -39.85  -27.40   22.73  -44.67  -27.03   24.01
   13    15    0.39  -44.67  -27.03   24.01  -49.55  -26.74   25.03
   14    13    0.49  -17.07  -34.90   21.22  -16.48  -39.66   19.80
   14    13    0.49  -16.48  -39.66   19.80  -15.56  -44.58   19.72
   14    14    0.49  -15.56  -44.58   19.72  -14.06  -49.35   19.68
   14    14    0.49  -14.06  -49.35   19.68  -12.96  -54.22   19.88
   14    14    0.49  -12.96  -54.22   19.88  -11.75  -59.02   20.55
   14    15    0.49  -11.75  -59.02   20.55  -10.43  -63.77   21.40
   14    15    0.49  -10.43  -63.77   21.40   -8.90  -68.29   22.90
   14    15    0.49   -8.90  -68.29   22.90   -7.06  -72.63   24.56
   15    13    0.25  -20.10  -39.11   21.49  -21.84  -39.50   26.16
   15    14    0.25  -21.84  -39.50   26.16  -23.15  -40.33   30.91
   15    14    0.25  -23.15  -40.33   30.91  -23.84  -41.23   35.78
   15    15    0.25  -23.84  -41.23   35.78  -23.97  -41.85   40.74
   16    13    0.40  -21.58  -41.22   21.77  -24.83  -40.69   25.54
   16    13    0.40  -24.83  -40.69   25.54  -27.56  -40.13   29.69
   16    14    0.40  -27.56  -40.13   29.69  -30.32  -39.30   33.77
   16    14    0.40  -30.32  -39.30   33.77  -33.53  -38.74   37.57
   16    15    0.40  -33.53  -38.74   37.57  -36.79  -38.61   41.36
   16    15    0.40  -36.79  -38.61   41.36  -39.59  -38.29   45.49
   16    15    0.40  -39.59  -38.29   45.49  -42.19  -37.30   49.64
   17    13    0.48  -23.02  -43.36   22.11  -26.47  -42.43   25.61
   17    13    0.48  -26.47  -42.43   25.61  -29.44  -41.06   29.39
   17    14    0.48  -29.44  -41.06   29.39  -32.57  -39.59   33.01
   17    14    0.48  -32.57  -39.59   33.01  -35.38  -37.82   36.74
   17    14    0.48  -35.38  -37.82   36.74  -37.94  -36.24   40.73
   17    15    0.48  -37.94  -36.24   40.73  -40.80  -34.21   44.30
   17    15    0.48  -40.80  -34.21   44.30  -44.18  -32.43   47.53
   17    15    0.48  -44.18  -32.43   47.53  -47.74  -30.30   50.31
   18    13    0.50  -24.49  -45.48   22.45  -21.97  -47.70   26.14
   18    13    0.50  -21.97  -47.70   26.14  -19.68  -50.05   29.92
   18    13    0.50  -19.68  -50.05   29.92  -17.35  -52.84   33.35
   18    14    0.50  -17.35  -52.84   33.35  -15.20  -56.03   36.55
   18    14    0.50  -15.20  -56.03   36.55  -13.32  -58.76   40.29
   18    14    0.50  -13.32  -58.76   40.29  -11.34  -61.16   44.21
   18    15    0.50  -11.34  -61.16   44.21   -9.07  -63.03   48.25
   18    15    0.50   -9.07  -63.03   48.25   -7.03  -64.84   52.44
   18    15    0.50   -7.03  -64.84   52.44   -5.08  -66.80   56.60
   19    13    0.68  -25.98  -47.59   22.78  -30.31  -45.40   24.00
   19    13    0.68  -30.31  -45.40   24.00  -34.92  -43.60   24.72
   19    13    0.68  -34.92  -43.60   24.72  -39.36  -41.69   25.97
   19    13    0.68  -39.36  -41.69   25.97  -43.91  -39.76   26.72
   19    14    0.68  -43.91  -39.76   26.72  -48.56  -38.37   27.93
   19    14    0.68  -48.56  -38.37   27.93  -53.23  -36.91   28.97
   19    14    0.68  -53.23  -36.91   28.97  -57.99  -35.53   29.62
   19    14    0.68  -57.99  -35.53   29.62  -62.83  -34.43   30.21
   19    15    0.68  -62.83  -34.43   30.21  -67.77  -34.01   30.88
   19    15    0.68  -67.77  -34.01   30.88  -72.74  -34.24   31.40
   19    15    0.68  -72.74  -34.24   31.40  -77.65  -34.40   32.34
   19    15    0.68  -77.65  -34.40   32.34  -82.58  -34.09   33.12
   20    13    0.35  -27.34  -49.71   23.40  -31.55  -48.15   25.59
   20    13    0.35  -31.55  -48.15   25.59  -35.95  -46.59   27.38
   20    14    0.35  -35.95  -46.59   27.38  -40.47  -45.53   29.25
   20    14    0.35  -40.47  -45.53   29.25  -44.64  -44.27   31.70
   20    15    0.35  -44.64  -44.27   31.70  -48.44  -42.51   34.43
   20    15    0.35  -48.44  -42.51   34.43  -52.32  -41.01   37.21
   21    13    0.41  -28.68  -51.83   24.07  -30.20  -53.35   19.55
   21    13    0.41  -30.20  -53.35   19.55  -31.52  -55.09   15.06
   21    14    0.41  -31.52  -55.09   15.06  -34.34  -59.15   14.31
   21    14    0.41  -34.34  -59.15   14.31  -36.58  -63.55   13.52
   21    15    0.41  -36.58  -63.55   13.52  -39.17  -67.66   12.34
   21    15    0.41  -39.17  -67.66   12.34  -41.80  -71.91   12.28
   21    15    0.41  -41.80  -71.91   12.28  -43.91  -76.44   12.55
   22    13    0.71  -30.93  -56.23   25.68  -28.72  -60.70   25.31
   22    13    0.71  -28.72  -60.70   25.31  -26.95  -65.38   25.38
   22    13    0.71  -26.95  -65.38   25.38  -25.48  -70.16   25.33
   22    13    0.71  -25.48  -70.16   25.33  -24.52  -75.06   25.29
   22    14    0.71  -24.52  -75.06   25.29  -23.93  -80.03   25.28
   22    14    0.71  -23.93  -80.03   25.28  -23.57  -84.99   25.80
   22    14    0.71  -23.57  -84.99   25.80  -23.59  -89.99   25.80
   22    14    0.71  -23.59  -89.99   25.80  -23.64  -94.98   25.92
   22    15    0.71  -23.64  -94.98   25.92  -23.20  -99.96   25.72
   22    15    0.71  -23.20  -99.96   25.72  -22.82 -104.93   26.16
   22    15    0.71  -22.82 -104.93   26.16  -22.79 -109.85   27.05
   22    15    0.71  -22.79 -109.85   27.05  -23.13 -114.62   28.50
   23    13    0.62  -32.13  -58.48   26.21  -36.72  -60.21   25.25
   23    13    0.62  -36.72  -60.21   25.25  -41.32  -62.13   24.87
   23    13    0.62  -41.32  -62.13   24.87  -46.11  -63.56   25.01
   23    14    0.62  -46.11  -63.56   25.01  -50.86  -65.12   25.13
   23    14    0.62  -50.86  -65.12   25.13  -55.51  -66.94   25.28
   23    14    0.62  -55.51  -66.94   25.28  -60.01  -69.06   25.86
   23    14    0.62  -60.01  -69.06   25.86  -64.17  -71.64   26.87
   23    15    0.62  -64.17  -71.64   26.87  -68.59  -73.61   28.10
   23    15    0.62  -68.59  -73.61   28.10  -73.06  -75.80   28.63
   23    15    0.62  -73.06  -75.80   28.63  -77.78  -77.43   28.83
   23    15    0.62  -77.78  -77.43   28.83  -82.44  -79.23   28.71
   24    13    0.46  -33.33  -60.73   26.73  -38.14  -59.36   26.65
   24    13    0.46  -38.14  -59.36   26.65  -42.93  -57.96   26.65
   24    14    0.46  -42.93  -57.96   26.65  -47.80  -56.88   26.28
   24    14    0.46  -47.80  -56.88   26.28  -52.77  -56.32   26.40
   24    14    0.46  -52.77  -56.32   26.40  -57.69  -55.65   27.03
   24    15    0.46  -57.69  -55.65   27.03  -62.68  -55.61   27.33
   24    15    0.46  -62.68  -55.61   27.33  -67.66  -56.06   27.35
   24    15    0.46  -67.66  -56.06   27.35  -72.63  -56.47   26.99
   25    13    0.59  -34.58  -62.98   27.05  -39.40  -61.69   26.79
   25    13    0.59  -39.40  -61.69   26.79  -44.31  -60.72   26.77
   25    13    0.59  -44.31  -60.72   26.77  -49.28  -60.31   26.42
   25    14    0.59  -49.28  -60.31   26.42  -54.26  -59.84   26.39
   25    14    0.59  -54.26  -59.84   26.39  -59.25  -60.06   26.26
   25    14    0.59  -59.25  -60.06   26.26  -64.18  -60.89   26.45
   25    14    0.59  -64.18  -60.89   26.45  -69.10  -61.79   26.45
   25    15    0.59  -69.10  -61.79   26.45  -74.09  -61.99   26.38
   25    15    0.59  -74.09  -61.99   26.38  -79.07  -61.61   26.67
   25    15    0.59  -79.07  -61.61   26.67  -83.93  -60.68   27.40
   26    14    0.45  -35.79  -65.26   27.39  -39.61  -64.74   30.57
   26    14    0.45  -39.61  -64.74   30.57  -43.68  -63.83   33.34
   26    15    0.45  -43.68  -63.83   33.34  -48.12  -63.19   35.54
   26    15    0.45  -48.12  -63.19   35.54  -52.21  -62.25   38.25
   26    15    0.45  -52.21  -62.25   38.25  -55.86  -61.30   41.54
   27    14    0.35  -36.73  -67.64   27.84  -37.70  -68.10   32.73
   27    14    0.35  -37.70  -68.10   32.73  -38.41  -67.98   37.67
   27    15    0.35  -38.41  -67.98   37.67  -39.55  -67.61   42.53
   27    15    0.35  -39.55  -67.61   42.53  -39.95  -67.20   47.50
   28    14    0.26  -37.67  -70.03   28.21  -37.24  -71.96   23.62
   28    15    0.26  -37.24  -71.96   23.62  -35.98  -76.72   22.72
   28    15    0.26  -35.98  -76.72   22.72  -34.47  -81.34   21.57
   29    14    0.57  -38.62  -72.45   28.31  -43.46  -71.31   28.85
   29    14    0.57  -43.46  -71.31   28.85  -48.28  -70.39   29.83
   29    14    0.57  -48.28  -70.39   29.83  -52.92  -68.96   31.02
   29    15    0.57  -52.92  -68.96   31.02  -57.43  -67.51   32.60
   29    15    0.57  -57.43  -67.51   32.60  -62.03  -65.78   33.53
   29    15    0.57  -62.03  -65.78   33.53  -66.47  -63.59   34.20
   30    14    0.50  -39.59  -74.86   28.37  -44.58  -74.67   28.30
   30    14    0.50  -44.58  -74.67   28.30  -49.57  -74.45   28.10
   30    14    0.50  -49.57  -74.45   28.10  -54.55  -74.94   28.10
   30    15    0.50  -54.55  -74.94   28.10  -59.54  -75.01   27.76
   30    15    0.50  -59.54  -75.01   27.76  -64.49  -75.65   27.73
   30    15    0.50  -64.49  -75.65   27.73  -69.38  -76.65   27.44
   31    14    0.42  -40.58  -77.26   28.35  -44.45  -77.45   25.19
   31    14    0.42  -44.45  -77.45   25.19  -49.44  -77.65   24.89
   31    15    0.42  -49.44  -77.65   24.89  -54.42  -77.95   25.21
   31    15    0.42  -54.42  -77.95   25.21  -59.42  -77.81   25.36
   31    15    0.42  -59.42  -77.81   25.36  -64.37  -77.75   26.06
   32    14    0.43  -41.60  -79.65   28.23  -46.60  -79.51   28.09
   32    14    0.43  -46.60  -79.51   28.09  -51.58  -79.85   27.79
   32    15    0.43  -51.58  -79.85   27.79  -56.48  -80.45   27.02
   32    15    0.43  -56.48  -80.45   27.02  -61.26  -80.78   25.58
   32    15    0.43  -61.26  -80.78   25.58  -66.02  -80.95   24.06
   33    14    0.65  -42.69  -82.00   27.99  -47.58  -81.06   27.56
   33    14    0.65  -47.58  -81.06   27.56  -52.57  -80.78   27.54
   33    14    0.65  -52.57  -80.78   27.54  -57.49  -79.98   27.98
   33    15    0.65  -57.49  -79.98   27.98  -62.48  -79.74   28.05
   33    15    0.65  -62.48  -79.74   28.05  -67.43  -79.24   28.60
   33    15    0.65  -67.43  -79.24   28.60  -72.42  -78.98   28.59
   33    15    0.65  -72.42  -78.98   28.59  -77.37  -79.01   27.91
   34    14    0.36  -43.77  -84.35   27.92  -42.84  -85.33   32.73
   34    14    0.36  -42.84  -85.33   32.73  -41.69  -85.77   37.58
   34    15    0.36  -41.69  -85.77   37.58  -41.15  -85.82   42.55
   34    15    0.36  -41.15  -85.82   42.55  -41.29  -85.67   47.54
   35    14    0.28  -44.84  -86.72   28.05  -49.45  -86.14   29.89
   35    15    0.28  -49.45  -86.14   29.89  -54.08  -86.05   31.78
   35    15    0.28  -54.08  -86.05   31.78  -58.63  -86.01   33.87
   36    14    0.53  -46.09  -88.99   28.18  -46.02  -90.41   32.98
   36    14    0.53  -46.02  -90.41   32.98  -45.40  -91.94   37.70
   36    14    0.53  -45.40  -91.94   37.70  -44.52  -94.09   42.12
   36    15    0.53  -44.52  -94.09   42.12  -43.16  -96.66   46.19
   36    15    0.53  -43.16  -96.66   46.19  -41.92  -99.38   50.20
   36    15    0.53  -41.92  -99.38   50.20  -40.75 -102.21   54.15
   37    14    0.41  -47.49  -91.17   28.32  -50.08  -90.28   32.51
   37    14    0.41  -50.08  -90.28   32.51  -52.85  -89.62   36.62
   37    15    0.41  -52.85  -89.62   36.62  -56.06  -89.11   40.41
   37    15    0.41  -56.06  -89.11   40.41  -59.55  -88.17   43.86
   38    14    0.34  -48.71  -93.45   28.57  -51.46  -97.40   27.22
   38    14    0.34  -51.46  -97.40   27.22  -53.63 -101.54   25.46
   38    15    0.34  -53.63 -101.54   25.46  -55.28 -105.78   23.38
   38    15    0.34  -55.28 -105.78   23.38  -57.31 -110.35   23.23
   39    14    0.23  -49.83  -95.77   28.89  -54.56  -94.60   27.75
   39    15    0.23  -54.56  -94.60   27.75  -59.29  -93.07   27.24
   40    15    0.34  -50.77  -98.17   29.22  -53.28 -102.25   27.78
   40    15    0.34  -53.28 -102.25   27.78  -55.95 -106.33   26.68
   41    15    0.38  -51.64 -100.60   29.56  -49.61 -102.36   33.78
   41    15    0.38  -49.61 -102.36   33.78  -47.94 -104.48   37.99
   42    15    0.60  -52.64 -102.97   29.88  -51.75 -105.33   25.56
   42    15    0.60  -51.75 -105.33   25.56  -49.08 -109.45   24.61
   42    15    0.60  -49.08 -109.45   24.61  -46.80 -113.85   23.96
   43    15    0.25  -53.70 -105.33   30.19  -57.24 -104.70   33.66
   44    15    0.71  -55.51 -110.03   31.45  -59.35 -111.59   28.65
   44    15    0.71  -59.35 -111.59   28.65  -63.34 -113.18   26.10
   44    15    0.71  -63.34 -113.18   26.10  -67.76 -115.49   25.77
   44    15    0.71  -67.76 -115.49   25.77  -72.37 -117.43   25.76
   45    15    0.48  -56.29 -112.45   32.02  -52.69 -115.88   31.52
   45    15    0.48  -52.69 -115.88   31.52  -49.05 -119.17   30.54
   46    15    0.24  -57.06 -114.87   32.58  -54.72 -119.25   31.99
   47    15    0.47  -57.96 -117.19   33.31  -60.58 -119.24   29.57
   47    15    0.47  -60.58 -119.24   29.57  -62.99 -120.95   25.54
   48    15    0.35  -58.86 -119.53   34.02  -55.55 -123.26   33.62
   48    15    0.35  -55.55 -123.26   33.62  -52.75 -127.40   33.61
   49    15    0.49  -59.72 -121.93   34.48  -63.96 -124.51   33.84
   49    15    0.49  -63.96 -124.51   33.84  -68.17 -126.86   32.51
   50    15    0.35  -60.61 -124.34   34.93  -58.16 -126.67   31.25
   50    15    0.35  -58.16 -126.67   31.25  -55.10 -128.66   27.82
   51    15    0.54  -61.59 -126.73   35.23  -59.66 -131.23   34.25
   51    15    0.54  -59.66 -131.23   34.25  -57.97 -135.72   32.84
   51    15    0.54  -57.97 -135.72   32.84  -55.97 -140.30   32.69
   52    15    0.47  -62.62 -129.10   35.50  -64.37 -129.82   40.12
   52    15    0.47  -64.37 -129.82   40.12  -66.36 -130.67   44.63
   53    15    0.26  -63.80 -131.41   35.66  -66.26 -131.25   40.02
